"pca","pca_umap","pca_tsne"
0.133044594388716,0.0703292659553331,0.0547363598646905
0.0644777765253697,0.0193326914811716,0.0183236358920865
0.191840777911677,0.0158132689795505,0.0407639628138094
0.265041949020166,0.0358303884129875,0.0369317418848034
0.13414908252046,0.0843892893211396,0.0932448249344866
0.533144069755451,0.405832728349481,0.419897075534557
0.423310154403484,0.312192414996092,0.319862042721285
0.0399184279645702,0.0131923637339772,0.0177705360737565
0.0568120793092956,0.0204554560409818,0.0089344348121002
0.12159234485823,0.0430756081685605,0.0683154828940808
0.0330925830207383,0.00707999146888666,0.00991284694189486
0.107502652873534,0.00354381707078671,0.00664864398050235
0.134965865336961,0.0549650040456569,0.0720844702499454
0.0736465142978225,0.0194730830319441,0.0249758975635183
0.21592159587829,0.0872543882117089,0.142150856583196
0.222593150730977,0.154861151708709,0.148989674721429
0.167667869538428,0.0197831451310415,0.0182390655356049
0.438016761700486,0.258532870122985,0.269357679180029
0.230977638142037,0.188289541966402,0.15213112563326
0.374923102974929,0.0143275905148113,0.0558235617629265
0.306401811049952,0.0249211192859981,0.0296652148812711
0.324726783185118,0.00161168622972309,0.00297940868396625
0.0871517416140845,0.0432092682094666,0.0266044727202425
0.149417093490631,0.0894302894076467,0.0589218469710007
NA,NA,NA
0.016897065645952,0.00831679820054736,0.00658728666070955
0.999999993436228,0.0484984609026544,0.00996559936527343
0.057032503702065,0.0221866527249131,0.0209938400921368
0.999999982763391,0.154886208325601,0.329048731476566
0.999999992073186,0.031071468150453,0.0823893803615958
0.282313407083747,0.18609778360843,0.192938523019157
0.242749441958392,0.0321512390728291,0.0299994824909242
0.310610862634251,0.177381020733069,0.184922773976821
0.103827011733494,0.0907160343006886,0.0837266213259799
0.169280372247234,0.0761247122040997,0.0534002098405887
0.203069531212842,0.126718038629424,0.137789592373928
0.999999982898372,0.227195403257296,0.136312543997421
0.110217237233462,0.0343878878623586,0.0296749786359714
0.360678672630608,0.228660111271372,0.263864676385303
0.271416145510992,0.170423183096933,0.184837824328438
0.119781332802059,0.0575695966685739,0.0599650079440008
0.225598386375973,0.0791540669430615,0.0967791357121189
0.160649286596257,0.0187605225825174,0.0568281949331973
0.0556321026449183,0.00180716758616316,0.00484760589000372
0.274909344322166,0.137981404841764,0.150546589506352
0.338179903098196,0.233386565411238,0.244358802688246
0.0307765764130713,0.0150081106279098,0.0136096929604238
0.0931708546248054,0.00217608669458468,0.00338935847141714
0.478096548038155,0.00621449645003659,0.0132182755110077
0.0969046498090449,0.00439258848842758,0.0141565576759993
0.0415787251501981,0.0205157814635805,0.0235644533845795
0.0724700681227799,0.0158445788735807,0.0242263304489906
0.22630362699812,0.172125880136848,0.147384358906792
0.0704178852143605,0.0413652859097708,0.0336509125025991
