"lsi","lsi_umap"
0.214844535094176,0.0645043618963002
0.105100778490122,0.0300505923495124
0.241366531868826,0.0208433802204787
0.689620960591755,0.0143362650322686
0.226581722975796,0.0886147798215441
0.593370432686902,0.41500523907724
0.477163874729343,0.2778649501569
0.102914100981706,0.0103030748372393
0.0737913115156562,0.00804566808285334
0.121351872213007,0.0555951336834755
0.095352251462775,0.00622021079303635
0.201910437605098,0.0159524271522908
0.220568239908255,0.0734699998378503
0.191697525772682,0.0390421807886202
0.290837379797001,0.112077980600184
0.397515382839625,0.167433057356905
0.357641070286329,0.0250048688262752
0.484438050095683,0.261245365404793
0.421534547607705,0.168434950204654
0.540489752468553,0.0157815181572476
0.409960714005415,0.0457952441038438
0.516538511860575,0.00177852681462819
0.20930467497378,0.0206421312037585
0.250516705755286,0.0641431308199051
NA,NA
0.0564329355067258,0.00951591519109737
0.999999986445962,0.0371468325253132
0.146220171918261,0.020194190554064
0.999999981998104,0.444745042240712
0.999999993971591,0.0784444588598069
0.404298802304447,0.187270197000151
0.999999997196756,0.0270572649229484
0.366485930078686,0.184710886214435
0.135419386838448,0.0802167824739158
0.338694930315038,0.0664756399201661
0.322354176977659,0.155863533020578
0.999999990739052,0.999999972829764
0.172069949719069,0.0472145239677325
0.396135351775571,0.238809902004816
0.380170550405359,0.183191011018272
0.195167009472721,0.0601727434188804
0.649412963579916,0.071453186584098
0.210484608538688,0.0302140490435303
0.157458454954838,0.00176831494662948
0.369141125380443,0.149529090355006
0.428838929750473,0.216226856518631
0.0924020208804181,0.0134878891082159
0.186487478622662,0.00115935519468103
0.999999997426525,0.00194790478320021
0.324872525595037,0.0020949076476342
0.114489331192116,0.0260285980725233
0.178689673400346,0.0235787573525256
0.272046977366375,0.186965061093591
0.113537384995227,0.0475995406033599
0.203995953668576,0.034093740216212
0.220512390551033,0.093878786464499
0.270588734889846,0.0996030269707416
0.161705685912224,0.0219910279065851
0.147264206498051,0.0122795825033677
0.177705434733641,0.0251282141298107
0.520251504165043,0.299291638274983
0.184784043010561,0.0310076693042517
0.327570386852549,0.160222199878343
0.527679432920675,0.34188334695548
0.483483242286561,0.31897087308194
0.355342218223163,0.0877950688712087
0.19020110132595,0.06565041896965
0.14898028404723,0.0375041293852905
0.0975644107946955,0.0130770222671436
0.151361716463317,0.00341203788812667
0.0891404927262659,0.0274443154937869
0.269605788382687,0.0885673454819616
0.999999994050673,0.187518286745803
0.108033534676658,0.0041198813793363
0.999999997829741,0.0294296495701062
0.138389489590365,0.0452292913690654
0.0784302516280876,0.00717210099618285
0.157752054161081,0.0728934227553461
0.204786070802066,0.0610103234235033
0.445155250731438,0.246277285081925
0.224854862068712,0.0189439581641151
0.387206182543802,0.0183066771234099
0.603414546897776,0.152224834710462
0.170048089516292,0.0476419120989428
0.0946663028245719,0.0210736405935518
0.433065280266078,0.223952873616344
0.190179434603502,0.0440888971475126
0.0974998724173411,0.00438738858500771
0.349533371634306,0.108315302356826
0.114932676069642,0.0215062693420797
0.227526736218932,0.0398456187933187
0.0549690121590423,0.0375883593788299
0.190852409692102,0.0164740181583886
0.1969521579506,0.0214655408618894
0.141525818569926,0.0105865660723949
0.0977162007742838,0.0146169966519026
0.410994104343529,0.0732447553684535
0.476259303658702,0.128485868987048
0.34911658017196,0.0316337310150297
0.128370285261405,0.0108970750021667
0.999999996535203,0.0278193152390414
0.203146535620585,0.0541826810379893
0.265183173490734,0.0500853045772868
0.999999995832092,0.112084532923954
0.999999995115622,0.0291465005156202
0.538866074273343,0.0547586730101773
0.140406736241941,0.0196318110072137
0.42192787382451,0.24473769412039
0.218536201324043,0.094121326201438
0.19557970503297,0.0726831552829923
0.0917052414846644,0.00819014976898826
0.197865175171907,0.0940960746500149
0.130830978849512,0.00843145112563457
0.0990929460384317,0.0209163212101327
0.165879966408068,0.0579273685410692
0.299065245713183,0.150789509987597
0.235625279059334,0.116992837470708
0.209604554628925,0.0290140773661744
0.999999995007737,0.566588919311304
0.999999995897343,0.0134454047396895
0.999999996181717,0.217095761941415
0.999999990779175,0.0658428990241655
0.999999991851428,0.0492613712719312
0.435989581942293,0.155216925013064
0.999999998429595,0.128885804890303
0.999999996325933,0.40451749756133
0.999999998267614,0.000820382471579488
0.999999989387855,0.0678332566729015
0.999999977873022,0.523692654021911
0.999999990464189,0.0637927469313523
0.999999996587936,0.0738979083486295
0.445694913178977,0.286856305192626
0.474341809445016,0.274400708018385
0.135320324708099,0.00915470577678948
