,pca,pca_umap,pca_tsne
IL9,0.999999986660271,0.114508144551938,0.999999982611603
PCDHB3,0.999999991018834,0.122523417128489,0.215883473562352
PCDHB5,0.999999996309615,0.227047368245559,0.509965373351547
PCDHB16,0.999999995255941,0.0558827236835013,0.0727121023216646
PCDHB11,0.999999992709402,0.0539309090661625,0.0815766510440962
PCDHB12,0.999999988799129,0.0726903161717753,0.182268307561136
PCDHB13,0.99999999417529,0.181205610624922,0.146643001085341
SLC25A2,0.999999989161815,0.124237099042982,0.0738810437356111
OR2Y1,0.999999992293301,0.137099414828428,0.160371922584906
POTEH,0.999999987429914,0.999999971306154,0.0366606411233259
