,pca,pca_umap,pca_tsne
AC073046.4,0.999999967234627,0.330259596736387,0.0386556555773842
ACTG2,0.999999980483689,0.459018786942817,0.448109169041735
AC073046.1,0.999999993871704,0.234570929603827,0.176283785341987
DCTN1-AS1,0.999999994271579,0.0316470117151168,0.031969329652587
RTKN,0.999999978893908,0.260153534178447,0.0401542139028244
LBX2,0.999999996519448,0.0248076299177308,0.0076576919769858
DQX1,0.999999961472898,0.347881070655991,0.319533803050916
AC007387.2,0.999999985846978,0.501312638984362,0.363326134651239
LINC01293,0.999999976426278,0.246366409864914,0.254292709289851
AC005034.3,0.999999972936896,0.0621137422750556,0.999999947835195
AC005034.5,0.999999991221812,0.271058431904812,0.213833120310518
AC005034.2,0.99999998251687,0.391265969164347,0.169258672840578
AC073091.3,0.999999976426278,0.351497427347782,0.40125617523394
AC068616.2,0.999999981259091,0.0621113169552244,0.014017090141673
LRRTM4,0.99999999289367,0.0348781254324105,0.0682085705208111
AC012494.1,0.999999988802478,0.221531862480463,0.141224576801222
AC092604.1,0.999999989187454,0.0238358494777425,0.0263574604147684
AC011754.2,0.999999978460877,0.532830493954916,0.430350801039097
AC008067.1,0.99999998692979,0.0555051984049519,0.0447352561061535
AC012355.1,0.999999980181193,0.351497427347782,0.40125617523394
AC079896.1,0.999999987700232,0.265035370700456,0.233216730433999
AC010105.1,0.99999998115339,0.339872953488955,0.158738889256599
AC098817.1,0.999999992767543,0.0014879449571983,0.153762212569759
AC062037.2,0.999999990449026,0.365575707004797,0.353366840335448
SH2D6,0.999999986427273,0.186946908680459,0.159725996564582
AC105053.1,0.999999971406363,0.0519670638851597,0.276233838492154
AC012511.1,0.99999998697961,0.382141342582635,0.370158904365367
REEP1,0.9999999917976,0.0759611399635873,0.164028159016662
AC092651.3,0.999999986456868,0.0691695119397991,0.0988826176679983
SMYD1,0.999999956522386,0.339872953488955,0.158738889256599
AC062029.1,0.99999998820967,0.16347802562389,0.299797421724329
IGKJ4,0.999999974256593,0.115948510727794,0.119927473079315
IGKJ2,0.999999970180062,0.612882212936762,0.302131515007521
IGKV4-1,0.999999993893294,0.0435651989646751,0.0851682265429594
IGKV1-5,0.999999994892729,0.175940437694884,0.20242529745269
IGKV3-11,0.999999995434084,0.387488459405615,0.425868151601641
IGKV1-13,0.999999974932294,0.58608093041152,0.613550383495143
IGKV3-15,0.999999980045492,0.351436267695544,0.71838843463933
IGKV3-20,0.999999996675692,0.167383824969762,0.136968029610633
IGKV6-21,0.999999974932294,0.35958662269334,0.392482445827419
IGKV2-24,0.999999994378339,0.441490128697567,0.403187831846179
IGKV1-27,0.999999966887013,0.999999958176888,0.673160664722708
IGKV2-30,0.999999983231151,0.0138556343494408,0.0268706823484297
IGKV2D-26,0.99999998786885,0.294085910955149,0.372756186515187
IGKV1D-16,0.999999988649536,0.234499057850242,0.122414033765568
IGKV1D-13,0.999999974967026,0.612882212936762,0.302131515007521
AC103563.2,0.99999998119388,0.391265969164347,0.169258672840578
AC103563.9,0.999999993817777,0.154505302606975,0.18001001467383
PROM2,0.99999997379148,0.329349324551615,0.317203449189442
GPAT2,0.999999995107681,0.173085309130644,0.123231672106057
AC021188.1,0.99999999010303,0.0153462299624564,0.0215954146198335
NEURL3,0.999999975229694,0.999999955151886,0.0672558609824435
FER1L5,0.99999999417551,0.0209993229391014,0.0089578172166523
AC092636.1,0.999999990752485,0.157960564690024,0.200287713581289
AC092683.2,0.999999992568371,0.0093432555101156,0.0116854805428151
AC017099.2,0.999999971698277,0.290687827178802,0.347370309463313
VWA3B,0.999999987266837,0.0501475340900475,0.0261315765505736
AC092675.1,0.999999981397901,0.0996362734080087,0.0483075234831728
CNGA3,0.999999958232235,0.999999942077478,0.404410854876065
KIAA1211L,0.999999991918244,0.022948439557763,0.0276591919247445
AC092667.1,0.999999994273696,0.0581150424405029,0.0595373305687013
LINC01104,0.999999967234627,0.446836152301073,0.0870253718746989
LINC01849,0.999999981251885,0.213436999968074,0.180397098981172
AC016738.2,0.999999992749628,0.11519881424922,0.0194011122737006
TBC1D8-AS1,0.999999992595107,0.160205595909998,0.140102974050486
CREG2,0.999999958232235,0.999999976307174,0.0919627676018549
AC093894.2,0.999999953985728,0.32891958905972,0.0563444907972522
LINC01127,0.957850188739004,0.246370076578626,0.177051796761958
IL1R1-AS1,0.999999972052617,0.446836152301073,0.0870253718746989
IL1RL2,0.999999990365436,0.172936418827806,0.184896710026392
IL1RL1,0.999999958683471,0.11998238291307,0.178475614931658
AC007278.2,0.999999996251694,0.129360117569141,0.184469141243193
AC007278.1,0.999999992540485,0.152665352342079,0.217233181884863
SLC9A4,0.999999988904988,0.448711734196677,0.49765009926192
SLC9A2,0.999999988381729,0.0123329422635867,0.013557704462816
LINC01796,0.999999974078895,0.490253390776616,0.432030897997019
AC073987.1,0.999999971255293,0.248273875204976,0.187164603813583
LINC01965,0.99999998115339,0.234772754590425,0.38657204155534
LINC01102,0.999999970366798,0.274387136478991,0.26797607658457
PANTR1,0.999999983073393,0.0398143669072973,0.0139690196718716
AC018730.1,0.99999998638562,0.0076797055824899,0.0147638322082132
AC010884.1,0.999999989651766,0.109799094412937,0.193576684779327
LINC01918,0.999999992397422,0.105871736569128,0.0453729894754459
AC108058.1,0.999999987715778,0.252914471607952,0.156871316460246
AC018802.2,0.999999985190472,0.173109553183742,0.109983348313677
CD8B2,0.999999979709833,0.100098465012536,0.0272856024982573
AC108868.1,0.999999979399428,0.313862701200184,0.224563794175802
AC005040.2,0.999999971069101,0.329349324551615,0.317203449189442
LINC01885,0.999999990931717,0.118525916527966,0.175434793584596
RGPD4-AS1,0.999999981550541,0.0256988237430272,0.049168892082125
RGPD4,0.999999995929031,0.0589328593743132,0.0493717402514404
LINC01594,0.999999989341158,0.242163152639965,0.191078002036883
SULT1C4,0.999999967234627,0.354182932247611,0.316650233096623
LIMS1-AS1,0.99999998115339,0.331772496085551,0.866650189422478
SH3RF3-AS1,0.999999990354231,0.274634510583897,0.0550058285836604
LIMS3,0.999999970780142,0.058953802402656,0.195947737069799
MALL,0.999999981429318,0.169771768760544,0.0194066975653026
NPHP1,0.999999993892352,0.0369204073824229,0.0686064521493976
LIMS4,0.999999985573633,0.0080531976478461,0.0080276605070668
RGPD6,0.99999999429499,0.0670415646824259,0.0318696607273222
AC114776.1,0.999999985076233,0.168849271865438,0.0077736448940423
AC108463.2,0.999999958232235,0.999999942077478,0.404410854876065
AC108463.3,0.999999990338564,0.142365352398759,0.173213678353718
AC017002.6,0.99999999361985,0.0103527495215622,0.0309541304168717
AC017002.3,0.999999990648804,0.0260652019810086,0.112568223516415
AC017002.1,0.999999984419109,0.37752060402468,0.366228385298978
AC093675.1,0.999999992839996,0.144813992882204,0.175627454005778
CKAP2L,0.999999988315532,0.0012940326157226,0.0190045878083293
IL1A,0.999999985944483,0.290687827178802,0.347370309463313
AC079753.2,0.999999976753248,0.194397894976438,0.177820999696343
AC016683.1,0.999999995300812,0.0026890803563182,0.0180351442374167
AL078621.4,0.999999981539554,0.354182932247611,0.316650233096623
AC104653.2,0.999999994918425,0.500064620019708,0.479971789306136
DPP10-AS3,0.999999992090074,0.345809041040327,0.473828521696118
AC016721.1,0.999999989716625,0.600095391029348,0.472818502028077
AC009312.1,0.999999988190946,0.0588239782655201,0.0656329462267775
THORLNC,0.999999990987923,0.0265134490351599,0.0264661796717011
STEAP3-AS1,0.999999995097629,0.125717957915859,0.19929506302714
TMEM37,0.999999974078895,0.351497427347782,0.40125617523394
SCTR,0.999999975221886,0.010160583356991,0.044217241972493
CFAP221,0.999999988383128,0.99999996255753,0.999999979799588
AC012363.2,0.999999983715162,0.355232907005589,0.49841058984254
INHBB,0.99999998564053,0.435506388700478,0.476256742860313
GLI2,0.999999983691208,0.258176658954772,0.0265869524654752
AC067960.1,0.999999980181193,0.999999954793192,0.999999948488764
AC079988.1,0.999999982898406,0.435506388700478,0.476256742860313
TFCP2L1,0.999999994595462,0.270182327882371,0.185534897726992
LINC01823,0.999999988375806,0.151938777975671,0.0653301131161894
AC073409.2,0.99999998951885,0.0142667201377745,0.108285496453289
LINC01889,0.999999972498619,0.329265294820302,0.23363158085466
AC012508.2,0.99999998119388,0.32891958905972,0.0563444907972522
AC012508.3,0.999999966979465,0.437564767531602,0.0210747765745152
AC012508.1,0.99999998119388,0.999999953906304,0.999999976650294
CYP27C1,0.999999990490103,0.0188251983205301,0.0606117950537478
PROC,0.999999990094006,0.0886831326883057,0.170833922747699
GPR17,0.999999953985728,0.368584760921148,0.285370102192052
LINC02572,0.999999989714371,0.0451030617559469,0.181394183778871
LINC01856,0.999999958232235,0.4995468811952,0.376191016956731
TUBA3E,0.999999980549651,0.152266138658668,0.229560760561471
AC013269.2,0.999999978662203,0.382025235139877,0.30465446474299
AC140481.2,0.99999998119388,0.251189126461701,0.256261085422708
AC140481.1,0.999999981897072,0.0673921534841339,0.690754630976925
AMER3,0.999999989451844,0.347881070655991,0.319533803050916
AC133785.1,0.99999998119388,0.273215059480845,0.255263136011329
AC073869.3,0.999999974078895,0.318874759587746,0.335454239455203
CCDC74A,0.999999962289988,0.0517046225348283,0.143216671481175
AC093838.1,0.99999998753721,0.0646511731737312,0.107059449204182
GPR39,0.999999997153392,0.0355884706982928,0.182480199262846
AC010974.2,0.999999992695688,0.009546297611982,0.0470577845619133
LCT,0.99999999346459,0.0701719571966322,0.015678275671667
AC011893.1,0.999999986610307,0.335815682967412,0.11295701300336
LINC01832,0.999999979467811,0.351497427347782,0.40125617523394
AC114763.2,0.999999985944483,0.30632263318932,0.21865028547308
AC092620.2,0.999999985528776,0.0688467944966529,0.122857139448285
NXPH2,0.999999992556213,0.426887130760216,0.441798286271491
AC023468.1,0.99999998882133,0.316463844886265,0.169302639135389
AC079584.2,0.999999994574527,-0.0005209369288582,0.0278910012605619
LINC01412,0.999999989646229,0.30187997957029,0.281621642616913
AC079163.2,0.999999993101601,0.207060770342824,0.164962650261689
AC079248.1,0.999999977058245,0.382025235139877,0.30465446474299
AC009480.1,0.999999985639125,0.343967794790275,0.0390369719409733
AC105402.4,0.999999994935929,0.061200234019047,0.0709957654911755
LINC01818,0.99999999612613,0.0259248729460626,0.0190366514489229
AC018731.1,0.999999958232235,0.999999976307174,0.0919627676018549
AC079790.1,0.999999985058819,0.0459094279833894,-0.0003892661952844
AC012066.2,0.999999971562576,0.361825396998261,0.384805038811443
AC012443.2,0.99999999241302,0.161069111709279,0.184901694171638
AC012501.2,0.999999978155576,0.0483175434567133,0.0274944448163571
KCNJ3,0.999999987033929,0.0282285805242025,0.0177349173553722
AC073225.1,0.999999993784197,0.0812871915968783,0.290325557795353
AC074099.1,0.999999977624899,0.116515475675401,0.130467275098949
LINC01958,0.999999979864995,0.0440402925091586,0.131525500994055
AC096589.1,0.999999971406363,0.090147118629993,0.0622019603369545
GALNT5,0.999999973235775,0.0827781547202845,0.180443921612269
AC019186.1,0.999999985813669,0.183937973328355,0.15675628295273
AC013731.1,0.999999991610412,0.0550266819413965,0.0761403175855752
AC091488.1,0.99999998841847,0.121129237211313,0.0495880154284494
CCDC148-AS1,0.999999980176783,0.999999954793192,0.999999948488764
PKP4-AS1,0.999999994958806,0.0300655491810442,0.0296328876376592
AC005042.2,0.999999978460877,0.105852874544311,0.0673785344782048
AC009506.1,0.999999991740842,0.212374118218119,0.204669694148309
AC009961.4,0.999999993910392,0.0030048254523598,0.0308031480530175
PLA2R1,0.999999993779468,0.0256457176344724,0.0348165557119559
ITGB6,0.999999971406363,0.321484794572933,0.328214698008748
AC092153.1,0.99999998564053,0.321484794572933,0.328214698008748
AC062022.2,0.99999999562276,0.0863132626837855,0.0133334065791537
AC008063.1,0.999999996472753,0.0633458626615072,0.0511004246134075
FAP,0.999999978460877,0.281269057848259,0.239516745596024
KCNH7,0.999999996413731,0.121780777180519,0.254338468042929
FIGN,0.999999991773285,0.109681512374299,0.091779226205021
SCN2A,0.999999995070349,0.0621165543778114,0.0327085284012841
CSRNP3,0.999999991933657,0.139560975735656,0.0532666668494288
SCN1A,0.999999986834272,0.0926730050934724,0.0993681543807748
SCN7A,0.99999999351471,0.0278967534103487,0.0278466990319471
XIRP2,0.999999988925674,0.0035638711752712,0.0009132813612954
AC016723.1,0.999999995114806,0.006923484840445,0.0253249411564627
NOSTRIN,0.999999987978461,0.0047771971193438,0.0018245724480236
SPC25,0.999999980473446,0.094892903643537,0.0377171966160924
ABCB11,0.999999989112325,0.1381589799058,0.151825843396232
LRP2,0.999999985312188,0.0106694860932288,0.118532880565316
KLHL41,0.999999992558045,0.0531543543814618,0.0226947429013747
MYO3B-AS1,0.999999994467868,0.107360835034775,0.0786369537612104
AC007277.1,0.999999992825707,0.305058635988193,0.205358742376388
AC007405.3,0.999999993552947,0.437855326012629,0.506403813746121
GAD1,0.999999982392771,0.41110019416535,0.205440708576802
AC010092.1,0.999999989994834,0.0345425629528329,0.0628116061850959
DLX1,0.999999971406363,0.100374920513978,0.0591035693425036
AC104088.1,0.999999996100777,0.160109814316932,0.163452853350846
AC104088.3,0.99999997379148,0.345809041040327,0.473828521696118
AC078883.2,0.999999995127145,0.0193049359321378,0.0345737885324345
RAPGEF4-AS1,0.999999991383391,0.0285472757295353,0.0928236477416641
AC106900.1,0.999999977624899,0.99999995668079,0.859417147605024
AC016737.1,0.999999982316471,0.200413245560455,0.157459203810007
AC016737.2,0.999999971698277,0.105852874544311,0.0673785344782048
LINC01960,0.999999981003645,0.0147478787592044,0.0134379341367375
AC010894.2,0.999999991217968,0.0459094279833894,-0.0003892661952844
AC096649.1,0.999999987700232,0.0519670638851597,0.276233838492154
AC093459.1,0.999999988605226,0.078185909599214,0.0254172372459693
HOXD11,0.999999974078895,0.999999973453723,0.999999947611111
AC092162.2,0.999999971698277,0.352484894136441,0.409173358906852
AC074286.1,0.999999985951852,0.0249006087380459,0.0478182847803917
AC019080.4,0.999999981325042,0.01197081594646,0.011434739888227
AC019080.5,0.999999990463959,0.0055500675403832,0.0312479400942534
AC019080.6,0.99999998115339,0.348990235227885,0.0842393861692343
AC073834.1,0.999999975994179,0.627081567106548,0.111667357611052
TTC30A,0.999999987867701,0.130923218435566,0.194154971733448
PDE11A,0.999999993368142,0.0278338023946834,0.0229451487016712
AC009948.3,0.999999962289988,0.342500113527049,0.0325637683043516
AC010680.2,0.9999999914684,0.0327107038980709,0.009326235706304
AC010680.4,0.999999986236617,0.0334815069234386,0.0381303253378782
AC010680.5,0.999999991547488,0.372550856577551,0.457150498216353
AC010680.1,0.999999984042528,0.251790428166441,0.027070197053182
AC009478.1,0.999999985107129,0.092256678743283,0.0389548963299916
SCHLAP1,0.999999996873526,0.0513074959458231,0.13603745985172
AC068196.1,0.999999995771498,0.125850919780437,0.0586091734593269
NEUROD1,0.999999977763397,0.0695254884418282,0.682560853907515
AC009962.1,0.99999999105278,0.229871743670106,0.217168132592158
PPP1R1C,0.999999976575153,0.0891877288378889,0.0543364722809383
AC064871.2,0.999999955291261,0.224982112172105,0.999999968116286
AC096555.1,0.999999985944483,0.247553652757436,0.500769464520781
FAM171B,0.999999994507549,0.281262200246851,0.288369842098085
TFPI,0.999999990453128,0.0031199003366867,0.0141362326836283
GULP1,0.999999989236423,0.0602052434475228,0.0046887347158048
AC092598.1,0.999999993363718,0.0040778387036136,0.0566204582050159
AC013468.1,0.999999993821799,0.150667052361747,0.127665296914001
AC093388.1,0.99999999323058,0.163389803354454,0.169587799088467
AC005540.1,0.999999990910235,0.0830723904212835,0.0416016806829419
AC092614.1,0.999999971562576,0.129598772296872,0.12152995770867
CAVIN2,0.999999993817393,0.112838048882355,0.0649126967959231
AC096647.1,0.999999980549651,0.47191035622637,0.583487724834669
LINC01821,0.999999992269242,0.0699015770843748,0.048520912832404
AC073973.1,0.999999960668776,0.330356375411644,0.0413966013169016
AC010746.2,0.9999999879352,0.0870798053151863,0.124532758702925
AC020550.2,0.999999986794043,0.309478889094551,0.30424558614307
BOLL,0.999999994700122,0.0277118958078578,0.0763381478185176
LINC01877,0.999999996907854,0.0361681481822436,0.0288353556476086
AOX1,0.999999988715932,0.0712106032494177,0.0973048646249926
LINC01792,0.999999992277523,0.0019636430094089,0.0736136195845322
AC007163.1,0.999999987498754,0.0176380635047038,0.0197320823732368
MPP4,0.999999987185474,0.161342748032303,0.0192338229888668
FZD7,0.999999977058245,0.355278530506868,0.170091790491315
KIAA2012-AS1,0.999999970964037,0.0181029737755803,0.0158622174398607
AC079354.3,0.999999958232235,0.24938470932048,0.158245684506272
AC064836.2,0.999999992576377,0.569440979275576,0.531888276180073
AC007383.3,0.999999984457594,0.0438915816931452,0.0313535153246573
GPR1,0.999999992042269,0.0548877171745089,0.0307631824451885
GPR1-AS,0.999999992234956,0.28762340699836,0.171125122347849
DYTN,0.999999991708103,0.139460581300511,0.171224933298054
CPO,0.999999991937799,0.0539584847998699,0.0975543282555557
AC007879.2,0.999999967234627,0.348990235227885,0.0842393861692343
LINC01802,0.999999955291261,0.999999954793192,0.999999948488764
AC096772.1,0.999999991123292,0.273884272353653,0.279186376802825
FZD5,0.999999994656036,0.0671205694644406,0.0257102273212235
AC083900.1,0.999999981897072,0.0508108287356516,0.13397991945696
CRYGB,0.999999977058245,0.402225528963553,0.469685944065096
IDH1-AS1,0.999999993710411,0.0101699984393392,0.0015883323008153
UNC80,0.999999986769664,0.200204572837378,0.154858531899076
LINC01878,0.999999988375806,0.151938777975671,0.0653301131161894
AC108066.1,0.999999982560098,0.177607826957511,0.194434539469767
AC108066.2,0.99999999160112,0.0426046461464949,0.0330737829613496
LINC01953,0.999999985689799,0.0321358400214229,0.0485576436253288
SPAG16-DT,0.999999956522386,0.603995941247976,0.275259162927405
ABCA12,0.999999994026272,0.0129941903490228,-0.0005314243754253
AC092844.1,0.999999979019606,0.0154567288233415,0.0148915641693862
AC073284.1,0.999999982894888,0.999999971875852,0.642430549439741
AC012462.1,0.999999990891991,0.0532761298190756,0.185344083147072
AC093382.1,0.99999997379148,0.345809041040327,0.473828521696118
MARCH4,0.999999990659396,0.220508747373877,0.171032140065757
AC069155.1,0.99999998251687,0.341182276440402,0.0229498304079029
AC098820.1,0.999999996639606,0.0557166488457443,0.0470521622597435
AC098820.3,0.999999986319377,0.229429043044469,0.119681569320408
IGFBP2,0.999999991601766,0.129697556139278,0.20928283950335
AC007563.2,0.999999978584067,0.269521159314019,0.384875309380326
AC007563.4,0.999999991072731,0.419554308551517,0.0498658201669249
AC010136.1,0.999999984419109,0.999999973453723,0.999999947611111
CXCR1,0.999999995571295,0.0779757200345545,0.0980819440322019
CATIP-AS1,0.987105925955736,0.309126509497177,0.266246130094528
PLCD4,0.999999992477966,0.0317874860515035,0.0066649639854773
CYP27A1,0.971313254576324,0.279487592141379,0.147887196705831
AC009974.2,0.999999994831661,0.0534207584379001,0.0448670297117426
WNT6,0.999999992578076,0.0248353997557179,0.0465329766141829
LINC01494,0.999999981539554,0.261917353188328,0.229619052903708
CFAP65,0.99999999024069,0.34199195228655,0.302987755516831
AC097468.3,0.999999994057463,0.0096717697033542,0.0040108099267637
AC068946.3,0.999999961896357,0.327928116976941,0.11029210258208
AC053503.2,0.999999986301099,0.103346818403024,0.0411357295335965
AC053503.1,0.999999982829066,0.510664309537813,0.385193511946771
SPEGNB,0.999999991316618,0.138979259548602,0.0901584611157577
TMEM198,0.999999991277465,0.349715108402896,0.312606364677439
OBSL1,0.999999986120151,0.0562164582499762,0.740090440173205
SLC4A3,0.999999991665554,0.0205273729425997,0.232409630794234
AC067956.1,0.999999984559496,0.176608298750762,0.131741749090816
AC093843.1,0.999999988862982,0.276421063594204,0.105842926993884
AC093843.2,0.99999999066405,0.158547191539056,0.0086662637593762
PAX3,0.999999993774128,0.0012330780948029,-0.0003801688147462
AC013476.1,0.99999999083794,0.136126279532324,0.0477974222081985
KCNE4,0.99999999426463,0.0776682228199028,0.0517098774059983
AC013448.1,0.999999982898406,0.100374920513978,0.0591035693425036
AC073641.1,0.999999982114873,0.435349124825007,0.152738274428877
FAM124B,0.999999996330563,0.276525489282038,0.313818056999682
CCDC195,0.999999985389478,0.0219938576952559,0.082664692161771
NYAP2,0.999999994879198,0.0028888353098957,0.014454013212919
AC010735.2,0.999999993252497,0.0290890251701491,0.0281972913079681
SLC19A3,0.999999990581124,0.007352673250726,0.0423251614295262
CCL20,0.99999998597754,0.0816405070463787,0.0206246699560199
DAW1,0.99999998077682,0.482062252995801,0.319114289584369
SPHKAP,0.999999993195254,0.0194354489206476,0.0036627031452158
LINC01807,0.999999994630051,0.0123454583149095,0.108806838052319
DNER,0.999999995564132,0.0856795099306585,0.0792337235986004
FBXO36-IT1,0.999999977103711,0.243747587537866,0.268986284303648
SLC16A14,0.999999994358003,0.0239331370032651,0.0553971100558932
AC012507.3,0.999999978677715,0.358288183585342,0.0387790993761816
SPATA3-AS1,0.99999998115339,0.331772496085551,0.866650189422478
SPATA3,0.999999978106145,0.05972189568399,0.143565869951233
B3GNT7,0.999999996178288,0.0412633138357503,0.0073203027454418
AC017104.3,0.999999985422948,0.145494045585316,0.185255014355783
AC017104.6,0.999999996578002,0.28923375493561,0.362465338232387
AC104634.2,0.999999991861045,0.0841398838817855,0.133086254627244
AC073476.3,0.999999987160775,0.10038604708201,0.0852121911888871
NPPC,0.999999975229694,0.351528387599638,0.484983448315926
NGEF,0.999999982830215,0.37129127705314,0.291334004599174
AC013726.1,0.999999982341851,0.236394976032696,0.0234521815076189
AC114812.2,0.999999961472898,0.302997789206618,0.264550132655748
HJURP,0.999999977830394,0.1010805356263,0.0647278792158815
TRPM8,0.999999987215367,0.166862609764683,0.152307647018636
SPP2,0.999999972287356,0.510206676824407,0.142666695763245
AC097713.3,0.99999999147594,0.105277077712369,0.0932657604672288
AC019068.1,0.99999998255462,0.0281198479425485,0.0409991674722712
AC112721.2,0.999999992805522,0.186682551319512,0.101986803195233
MLPH,0.999999982898406,0.884902662991799,0.999999975038238
RAB17,0.999999974741451,0.444535405070457,0.36984024245844
AC104667.2,0.999999989341158,0.378407110412492,0.0535823322663758
AC104667.1,0.999999987700232,0.999999973453723,0.999999947611111
ESPNL,0.999999992090074,0.463563687335909,0.330254634713585
KLHL30,0.999999977058245,0.999999976307174,0.0919627676018549
ERFE,0.999999977550985,0.047699474122637,0.30459463506327
LINC02610,0.999999992571785,0.059088341808893,0.090143068511256
LINC01107,0.99999998884118,0.999999953906304,0.999999976650294
LINC01937,0.999999981170906,0.0692921990260175,0.008688499936949
AC017028.2,0.999999956779819,0.128953848156518,0.0622663127501635
AC023787.2,0.999999989945504,0.0418492652489301,0.0001183795412826
AC079612.2,0.99999998115339,0.339872953488955,0.158738889256599
AC093802.1,0.999999994934637,0.0502007557903418,0.0346014492105733
GPC1,0.999999961736713,0.411121544215868,0.0354861996272375
KIF1A,0.999999980176783,0.435506388700478,0.476256742860313
CROCC2,0.999999997480754,0.10558340753081,0.0410679407675672
AC104809.1,0.999999974958447,0.37954260471523,0.36815137237216
ANO7,0.999999988461321,0.0433639712399554,0.0375566608342782
AC104841.1,0.999999983684054,0.188658438366541,0.136111141329684
BOK-AS1,0.999999995633018,0.0925291920734244,0.0077756987728406
RTP5,0.999999986911128,0.239558609339755,0.413030811415137
FAM240C,0.999999974256593,0.386770912741502,0.32845033490814
AC093642.1,0.999999974932294,0.719082945469894,0.455770672937482
LINC01880,0.999999992090074,0.34199195228655,0.302987755516831
CHL1-AS2,0.999999985419192,0.578035315719259,0.502517772018052
CHL1-AS1,0.999999970180062,0.594585940072292,0.601629881782165
CNTN6,0.999999987511993,0.0071514332725259,0.0112800399210386
AC023483.1,0.999999986135509,0.317348646906992,0.318313031923148
ITPR1-DT,0.999999996163636,0.0017311888208336,0.0116258439885547
AC087857.1,0.999999980423781,0.183937973328355,0.15675628295273
AC026167.1,0.999999974186685,0.0157418237986043,0.0123285349504185
GRM7-AS1,0.99999999291961,0.141989874953103,0.113439431777062
AC018832.1,0.999999993881914,0.0463224682710976,0.225176062360647
SSUH2,0.999999990320751,0.019922869396178,0.0673181892791793
OXTR,0.999999989791323,0.0035367467922526,0.165265322552076
SRGAP3-AS4,0.999999991763352,0.377766199999828,0.201656286625613
AC026191.1,0.999999976157638,0.0539431351239345,0.0219361040295521
AC022382.1,0.99999998369563,0.0170734645663638,0.096387039494347
AC018809.1,0.999999983942025,0.230152378083273,0.150292937780947
AC018809.2,0.999999993899282,0.0211802283502408,0.0290296217607591
SLC6A11,0.999999978662203,0.521673671327264,0.186550479806829
SLC6A1,0.99999998115339,0.398875180333458,0.30556115386247
AC066580.1,0.999999995031252,0.0877060654606896,0.0762883651061691
AC022001.2,0.999999993322271,0.0850735469340644,0.152914534655972
AC022001.3,0.999999989870979,0.171149877500922,0.134778200690873
SYN2,0.999999989949323,0.164855524898978,0.133672183819923
TMEM40,0.999999989485589,0.0505811551739068,0.123816182048962
AC090004.2,0.999999974932294,0.58608093041152,0.613550383495143
AC090952.2,0.999999986319377,0.247726911367001,0.360652105310882
FGD5,0.999999985920396,0.0531621307299911,0.0258096126705593
AC027129.1,0.999999967234627,0.368584760921148,0.285370102192052
GALNT15,0.999999980176783,0.435506388700478,0.476256742860313
AC090948.2,0.999999996213371,0.001765416110859,0.020614542822048
AC010727.1,0.999999996563844,0.0207505879664202,0.0487362327492709
DAZL,0.999999997440991,0.0966942077902041,0.185608334111433
AC091493.1,0.99999998882133,0.316463844886265,0.169302639135389
AC104451.2,0.999999966887013,0.113390162920133,0.0691511438080892
AC116096.1,0.999999985911385,0.999999955151886,0.0672558609824435
ZNF385D-AS1,0.999999986188795,0.0445380754363987,0.0501320649077178
ZNF385D-AS2,0.99999998196916,0.0508167802311767,0.0137576435322158
UBE2E2-AS1,0.999999974932294,0.316463844886265,0.169302639135389
LINC00691,0.999999990522935,0.99999998227688,0.999999970477968
THRB-IT1,0.999999955291261,0.321484794572933,0.328214698008748
THRB-AS1,0.999999987700232,0.309327735063243,0.270039879230296
AC012087.2,0.999999974932294,0.35958662269334,0.392482445827419
AC092422.1,0.999999991802441,0.0263475919627382,0.0284954374650806
LRRC3B,0.999999996207448,0.0258590574752068,0.134744188032253
RBMS3-AS3,0.999999987802683,0.0337344522806622,0.0176370823443852
AC025614.2,0.999999983529832,0.179434677156582,0.129990804175099
LINC01985,0.999999981188354,0.0115508809902219,0.0411513670887122
AC097639.1,0.999999990601516,0.517864945957613,0.474788737046292
CNOT10-AS1,0.999999995907309,0.0471922395401681,0.0416755897606836
TRIM71,0.999999993659001,0.0424114476325382,0.0307098510439774
SUSD5,0.999999992701551,0.0126327920717629,0.0576799755168098
AC112220.2,0.999999988757603,0.0787238185999526,0.0477915876325869
AC018359.1,0.999999995681507,0.0721575280223907,0.0524538994010528
ARPP21,0.999999996782296,0.0045241037016597,0.118666948370531
AC011816.2,0.999999986882989,0.0090472301468789,0.0926567699200251
AC126118.1,0.999999990841153,0.339365456162863,0.185158264833247
AC097359.2,0.999999990199195,0.335778080769983,0.114126556436245
SLC22A13,0.999999994666937,0.169251777894923,0.0653219949900962
SCN5A,0.999999991317263,0.219782649335038,0.115528289871044
SCN10A,0.999999989341158,0.0493881355013523,0.353695378679131
AC092053.2,0.999999992479417,0.22247676280694,0.0658903576657934
AC092053.4,0.99999999041685,0.120475530801625,0.0343503546677167
CCR8,0.999999981030702,0.0570507367929345,0.096180148163551
AC099332.2,0.999999990870123,0.0245853123393689,0.0438017689966883
AC092058.1,0.999999992275537,0.0070525803776587,0.146731541287848
AC099560.1,0.999999996133741,0.257480591061471,0.124378730280312
AC099541.2,0.999999974967026,0.476682302668687,0.310804450798574
AC099541.1,0.999999993287968,0.0497049174274136,0.0279028031733662
CCK,0.999999983715162,0.0986798577280802,0.0632371798387577
LYZL4,0.999999974932294,0.463563687335909,0.330254634713585
