"pca","pca_umap","pca_tsne"
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.655458596736141,0.10369173914536,0.0703610875112139
NA,NA,NA
NA,NA,NA
0.7974938640193,0.308419461411391,0.218597054723939
0.999999990702547,0.22792672533283,0.179233281908381
0.999999956779819,0.18906813246432,0.232040431929228
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.669072532819012,0.00846019092684186,0.0343518893167899
0.210261805835753,0.00329053230398291,0.00156972656406539
NA,NA,NA
0.171941155853262,0.00333801842290625,0.00167284300088059
0.343231488623092,0.013164509414479,0.00802910185858584
0.210032144380127,0.00588422413634166,0.00897993212961313
0.999999981324987,0.387562565605816,0.377816559178919
0.999999992753068,0.18890824616819,0.24111013436554
NA,NA,NA
NA,NA,NA
0.999999996823604,0.0196156207800874,5.61542629996803e-05
0.216129864415421,0.0179312920159323,0.0194594808946198
0.261486562520291,0.0347935662717406,0.0578723274184993
0.534148246553714,0.0802218403242736,0.0367714257990054
0.999999982898406,0.62252554396075,0.675168762822289
0.999999988572667,0.282189701784173,0.249012578972873
0.915906471064683,0.261555113198825,0.137873774261274
0.592268958980512,0.0677896167672658,0.0772952934632821
0.999999993406286,0.0422922186183747,0.109885142967354
0.593599962038778,0.157138650588278,0.137397654076469
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.163028154290519,0.0219472251168701,0.00892933272730308
0.25820961451654,0.000494013703610816,0.0263430954243864
0.835980009651855,0.116689477233243,0.13653466998132
NA,NA,NA
0.999999976280227,0.47191035622637,0.583487724834669
0.999999992210619,0.195142763731013,0.0923853716635379
0.555661419347887,0.175890364366167,0.149420287219661
0.70799178926465,0.101972213346995,0.0479082042436519
0.246185309228533,-0.00204486064383107,-0.00427379914595081
0.17791840118499,0.000335334114811063,0.00180634619690286
0.999999987137511,0.0285539488662615,0.00242432325023022
0.999999991760489,0.00494982664948467,0.0931710028445133
0.133848984545342,0.00978304836872927,0.0307058820771336
0.999999989480531,0.0130438696522641,0.0179678254879568
0.999999995370757,0.037146578686239,0.0431174675952271
0.259146462363803,0.0249624855597541,0.0259885974351759
0.172722368447389,0.00759175202171915,0.0154966190998514
0.220864784982311,0.00547096968220377,-0.00331748076791808
0.999999995512341,0.0698074720294551,0.0873324864775729
0.274287907784577,0.0537792150837395,0.0446391227274798
0.999999992685612,0.03970671317869,0.0282033537519229
0.147138509739612,0.0120556530249908,0.0119542200679054
0.81920534654632,0.135276300550614,0.0196028673320822
0.24177180913757,0.0130732236520758,0.0178941607298243
0.244985502183545,0.0359009486692409,0.0191976128788811
0.200554113212796,0.0267095724928661,0.0245886620706427
0.158793333968136,0.00288028926622769,-9.55166029429546e-05
0.461264732750888,0.0238892518455629,0.0215930952847026
0.999999990684275,0.0288664482746959,0.0182800780516725
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.277400388207404,0.0191495943674016,0.023954043927832
0.170006385437375,0.0325720446108964,0.0313090830474308
0.229808147017402,0.00134677824793115,0.00871694550956933
0.999999992532953,0.0091290052716648,0.0155665020808949
0.233276272509,-0.000937952831791019,-0.0050274244249193
0.120386601136674,0.0143069268434503,0.00341211975846556
0.242447558877834,0.00560299780982299,0.0106580777633679
0.667187229430289,0.0408433046330862,0.00853592031147778
0.315686407990096,0.0230903334418682,0.0306166457825069
0.360616296275674,0.0405455418542821,0.0451286583453411
0.440170511288707,0.0125163315204228,0.0500362408513431
0.291519711810061,0.0156394445657328,0.0103933541868289
0.517787672747462,0.0314655123077931,0.0701546462145951
0.178719249324462,0.00693334997854137,-0.0021234356316449
0.291573630891933,0.00253831919222347,0.00843985177790734
0.273151704471348,0.00571122355317076,-0.00106426029438839
0.775253121299439,0.240809652508074,0.144350195855738
0.529313842088889,0.0757313303100394,0.0836606009968456
0.999999997727907,0.0163503881794257,0.0167587938284887
0.999999986229196,0.255031522206154,0.184638231981137
NA,NA,NA
0.536101708029126,0.0456935243351679,0.00566281542694241
0.999999986182865,0.235862171902589,0.21008735780223
0.999999983218678,0.128881352228567,0.133263003012083
NA,NA,NA
0.357337798574281,0.0681833507475862,0.0352518994023001
0.491283030222469,0.0105603621780409,0.0154993380443376
0.621944877064528,0.0155055542474403,0.041058449950195
0.185877558016237,0.0125287476165281,0.000964921182721133
0.999999987511128,0.0352048639056715,0.0456869216092326
0.282083972891523,0.00507852891952557,-0.000639752570596171
0.9999999802761,0.0559085486745126,0.0215954855793801
0.190430601749064,0.00235815989709671,0.000386719644644857
NA,NA,NA
0.999999988071695,0.132142441235132,0.0858947054264351
0.288920961297974,0.0272182216772857,0.0439310458967568
0.253627935166919,0.0142356310019995,-0.000805758166099675
0.448972727237684,0.127115183755243,0.0818115012890887
NA,NA,NA
NA,NA,NA
0.15500799348073,0.00699280537185426,0.00200575691681404
NA,NA,NA
0.202599727346104,0.00675341753779087,0.00510545155822907
0.193314454879079,0.00656894715195275,0.00178684524461687
0.41626737227801,0.0390554614687612,0.0515013206885321
0.615838934555853,0.0410109888320357,0.0658607747646007
0.159995583213852,0.0113844471424779,0.0221607977382471
0.3020164695791,0.000888337981345363,0.0166021695609403
NA,NA,NA
0.195817098126139,0.017705410812009,0.00852124227424878
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.999999993012718,0.0535034776196857,0.103337287006522
NA,NA,NA
NA,NA,NA
0.999999955573453,0.299113820057195,0.260540739847411
NA,NA,NA
0.99999998251687,0.0517046225348283,0.143216671481175
NA,NA,NA
0.40576304399813,0.0296583550997103,-0.000969561855986665
NA,NA,NA
0.191402675810668,0.0179015098260035,0.00674872491512783
0.127226145532713,0.0209000438791863,0.0325500923828386
0.999999982919445,0.00381734959204164,0.00594259808607256
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.660627088429757,0.112496325112213,0.149390747054227
0.15140555841512,0.00410412164369295,0.00476257472481792
NA,NA,NA
0.156988664557224,0.0124438016421486,0.0134813568710742
0.157739127534724,0.00790732682321539,0.00380257528272391
0.229138912491476,-0.00108888402868231,0.00699832561072029
0.576443163109799,0.0699693409640659,0.0832957062169015
NA,NA,NA
NA,NA,NA
0.999999971406363,0.48861110048021,0.353515259142827
0.999999992375606,0.00167928907335328,0.0698350364141288
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.999999998482308,0.042202733609988,0.463641239272831
0.999999960454077,0.327928116976941,0.11029210258208
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.37946807885828,0.102394544313348,0.0199246944204204
0.429230977463016,0.119161545662705,0.116561524917685
0.413948118255426,0.00972076880266589,0.03778687688308
0.999999989158368,0.0419380893713569,0.179351535758496
0.847711055401576,0.114208961846478,-0.00754536685984581
NA,NA,NA
0.465502118663102,0.0105079293372586,0.0236002165911584
0.187090815804171,0.00981011226349904,0.00554584273282974
NA,NA,NA
NA,NA,NA
0.69853587731271,0.0498119674010512,0.0159830622351221
0.19883662820713,0.000760335969095422,-0.00179969617053125
0.266711341106156,0.0165677806523088,0.0293336272823852
0.999999955291261,0.309327735063243,0.270039879230296
0.999999995625134,0.0202358207457503,0.00260554204751897
NA,NA,NA
0.781380380201574,0.176909127070341,0.054084325799009
0.999999989990724,0.0825054888513128,0.0432158664544752
0.264870678435155,0.0175715734923265,-0.00110019998832179
0.441283170056502,0.0285561328532362,0.0310318262725778
0.172479229550522,0.0408746580966916,0.0286702152280305
0.33012934799754,0.0379479573079646,0.0445853162435041
0.258794661952177,0.027227662318712,0.00938446967436377
0.0854130477821564,0.00721369728497472,0.0158557315503478
0.199668730693234,0.00939913014349381,0.00817474553933071
0.999999988315546,0.0153174544628801,0.0392432065084187
0.999999985434622,0.0872976764456487,0.0859293581594922
0.393481371116574,0.031767564249864,0.0241648638903288
0.305554980311876,0.0174790233747035,0.026206617434537
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.490750977522874,0.10570321606958,0.0747852937031982
0.999999985334827,0.390324583655288,0.375848813007057
0.27971755701702,-0.0020877197567912,-0.000692561259451314
0.171251920019204,-0.000986111227852765,-0.00107077620916172
0.447531900864484,0.0174389638899158,0.0256380594768326
0.438475989887791,0.00016296197427565,0.0470025962301912
0.307910522197847,-0.000751471088534909,0.00431096793540655
0.279738523249763,0.0077083303599248,0.0036878048895678
0.999999994847917,0.0158746228313375,0.0589278380994773
0.781728792064185,0.0529888454663949,0.0321701159105677
0.722511385904493,0.0184994313455585,0.0436892589582933
NA,NA,NA
NA,NA,NA
0.465863522240615,0.00179339619259129,0.00711740806736532
0.496357956234155,0.081844757499419,0.105302831586464
0.320754225274592,0.00838809945009861,0.00871067138593195
NA,NA,NA
0.360100300224262,0.0351951029524277,0.0145946166081653
0.187118120391678,0.114137570280135,0.067045898335249
0.824282810057329,0.268600472545128,0.0128584528761785
0.999999988305022,0.182816770790561,0.146229090585782
0.579348255620926,0.0248917780800954,0.0414054425760395
0.262945254272729,0.0262752535203748,0.00264323959814248
0.999999975682189,0.506542016253542,0.427158835674346
0.999999987896703,0.00827095202130311,0.027441737947886
0.261473640453856,0.0153943528415518,0.0112171979814562
0.302765033299576,0.0128011934691239,0.00482483407048802
NA,NA,NA
0.999999993614275,0.00934162952531922,0.012828251339051
NA,NA,NA
0.550529026304792,0.162855121433997,0.100053578471147
0.216679923075913,0.00355798215253152,0.00184064485442273
0.542805687806514,0.0695235158396271,0.0543947932477941
0.999999988609799,0.0950982544923515,0.0387770125692152
0.226318649528661,0.0244547912983098,-0.00306123933824435
0.302869521420379,-0.00127163058625662,0.00642497809459741
0.254221505066721,0.0369388538081185,0.0295018694341886
NA,NA,NA
0.999999996355259,0.0459092027714669,0.0245293939091725
0.135279136603156,0.00567363593942056,0.00311419239451754
0.999999994440454,0.0544269463322731,0.0969671274674443
0.245319395014275,0.0237141521247204,0.0252268012732176
NA,NA,NA
0.71613389310873,0.198350375660218,0.117670452458485
0.390060538241253,0.0529951284399374,0.057949946912733
0.679883436376716,0.187199961943815,0.125500395334045
0.999999994948091,0.0551109393898301,0.0784992265883116
0.999999972963661,0.0545022374732459,0.170818955442391
0.746675602563741,0.266199424414827,0.187011938998031
NA,NA,NA
0.490585202800012,0.0274128318652486,0.0152018579607236
0.999999979556296,0.0304098162798353,0.0297120798938999
0.100277680461384,-0.00167249617787376,-0.00364778213000918
0.999999995512341,0.078925659662966,0.0844787303435022
0.158914334940852,0.0145066041834847,0.0117102130783125
0.4916344105151,0.0687002786908456,0.0881645057665966
0.199983198588958,0.0140037916033752,0.000110948748425618
0.999999995201715,0.130101075022304,0.0662580192249661
0.999999987882796,0.476183577514012,0.472693122926079
0.136173303929422,0.0139397183634442,0.00132747204917118
0.480632800107449,0.0301636826167061,0.0487315520143409
0.305460743632833,0.000350515966828224,-0.000630732441499314
0.219417153006288,0.0307079076951454,0.00800917688041332
0.169160974019029,0.0204484568771094,0.00985408228357938
0.339065921420691,0.0189427964718445,0.00809712918695744
NA,NA,NA
0.239177724285395,0.00919673708691956,0.0135694249316823
0.354731824204693,0.0196664055060198,0.084099745828781
0.999999993293015,0.0263817783181795,0.0330201915161401
0.339678155674326,0.0110082293542599,0.000573808622124632
0.999999989450822,0.00996834581739675,0.192532550140389
0.999999989212701,0.254092498352336,0.210991714561902
0.999999977255133,0.269885727140528,0.0647933144096996
NA,NA,NA
0.999999978494071,0.377739291917858,0.15089991911812
0.51194383414463,0.145012806387157,0.15047641798021
0.233648170968275,0.027434765841403,0.0268682582859661
0.382420022277977,0.0941398789461712,0.0350897126446434
0.112775623232023,0.00461357387085866,0.000570036307979386
0.596441246982021,0.0868772586201135,0.11827821119163
0.564004869819244,0.129384105528464,0.0643847063712653
0.999999977872557,0.11626794510955,0.023350271753697
0.999999971698277,0.299113820057195,0.260540739847411
0.516713301113769,0.145128503067692,0.0883408367890234
0.519099125134304,0.184694252804448,0.123763307324627
0.259074836151788,0.0229319577283804,0.0075513331213823
NA,NA,NA
0.378311182410566,0.0645552827440511,0.0510529356393336
0.170056064080737,0.0202824233820317,0.0106663236545098
0.493385759706536,0.117104185959339,0.0759576672487052
0.999999983715162,0.237391075123744,0.219505472062468
0.340532277939171,0.0504013861818806,0.0396779246355963
0.406237509935537,0.150767866468525,0.153795662170638
0.916837780284234,0.364412720867908,0.272864150028279
0.999999971069101,0.37999685989965,0.487099696856729
0.857528604349722,0.217157194993689,0.16099304815837
0.427971856251916,0.0343000344515665,0.0472883325150614
NA,NA,NA
0.693735736467314,0.106585007890699,0.0473422602013452
